index,top5_indices,top5_tanimoto
962,"[np.int64(518), np.int64(490), np.int64(386), np.int64(801), np.int64(558)]","[0.972972972972973, 0.6190476190476191, 0.5416666666666666, 0.4727272727272727, 0.45614035087719296]"
963,"[np.int64(162), np.int64(956), np.int64(1198), np.int64(1016), np.int64(289)]","[0.44, 0.40625, 0.3870967741935484, 0.3684210526315789, 0.35714285714285715]"
964,"[np.int64(388), np.int64(1054), np.int64(768), np.int64(809), np.int64(1116)]","[1.0, 0.9565217391304348, 0.9565217391304348, 0.5555555555555556, 0.5357142857142857]"
965,"[np.int64(734), np.int64(854), np.int64(961), np.int64(1081), np.int64(208)]","[0.48, 0.46153846153846156, 0.375, 0.36, 0.2608695652173913]"
966,"[np.int64(107), np.int64(708), np.int64(401), np.int64(123), np.int64(986)]","[0.967741935483871, 0.7692307692307693, 0.4878048780487805, 0.4634146341463415, 0.375]"
967,"[np.int64(339), np.int64(265), np.int64(940), np.int64(927), np.int64(496)]","[0.35294117647058826, 0.2727272727272727, 0.2127659574468085, 0.20408163265306123, 0.2]"
968,"[np.int64(635), np.int64(1070), np.int64(951), np.int64(495), np.int64(444)]","[0.5151515151515151, 0.48484848484848486, 0.41935483870967744, 0.3548387096774194, 0.30952380952380953]"
969,"[np.int64(1052), np.int64(570), np.int64(299), np.int64(336), np.int64(1030)]","[0.9714285714285714, 0.6666666666666666, 0.2619047619047619, 0.2542372881355932, 0.25]"
970,"[np.int64(1163), np.int64(16), np.int64(1409), np.int64(1031), np.int64(1375)]","[0.7857142857142857, 0.6046511627906976, 0.5789473684210527, 0.5609756097560976, 0.5535714285714286]"
971,"[np.int64(977), np.int64(579), np.int64(931), np.int64(380), np.int64(310)]","[0.9166666666666666, 0.75, 0.6875, 0.4117647058823529, 0.3888888888888889]"
972,"[np.int64(1061), np.int64(1020), np.int64(909), np.int64(309), np.int64(44)]","[0.9545454545454546, 0.3023255813953488, 0.29545454545454547, 0.25806451612903225, 0.2571428571428571]"
973,"[np.int64(938), np.int64(743), np.int64(27), np.int64(282), np.int64(16)]","[0.6785714285714286, 0.6666666666666666, 0.5757575757575758, 0.5405405405405406, 0.425]"
974,"[np.int64(1331), np.int64(1334), np.int64(1378), np.int64(1341), np.int64(1179)]","[0.9552238805970149, 0.34579439252336447, 0.3425925925925926, 0.23893805309734514, 0.2127659574468085]"
975,"[np.int64(928), np.int64(559), np.int64(1032), np.int64(414), np.int64(1009)]","[0.972972972972973, 0.5227272727272727, 0.5111111111111111, 0.43478260869565216, 0.4339622641509434]"
976,"[np.int64(920), np.int64(818), np.int64(8), np.int64(514), np.int64(191)]","[0.6428571428571429, 0.5789473684210527, 0.40476190476190477, 0.36065573770491804, 0.32558139534883723]"
977,"[np.int64(971), np.int64(931), np.int64(579), np.int64(380), np.int64(310)]","[0.9166666666666666, 0.7333333333333333, 0.6875, 0.4375, 0.4117647058823529]"
978,"[np.int64(1083), np.int64(1018), np.int64(1375), np.int64(1409), np.int64(248)]","[0.972972972972973, 0.35, 0.2647058823529412, 0.2535211267605634, 0.25]"
979,"[np.int64(873), np.int64(206), np.int64(526), np.int64(383), np.int64(479)]","[0.8, 0.125, 0.07692307692307693, 0.06666666666666667, 0.06521739130434782]"
980,"[np.int64(382), np.int64(262), np.int64(350), np.int64(289), np.int64(406)]","[0.38636363636363635, 0.3142857142857143, 0.3076923076923077, 0.275, 0.2564102564102564]"
981,"[np.int64(504), np.int64(591), np.int64(158), np.int64(377), np.int64(324)]","[0.5740740740740741, 0.47619047619047616, 0.44642857142857145, 0.42424242424242425, 0.39655172413793105]"
982,"[np.int64(46), np.int64(676), np.int64(183), np.int64(529), np.int64(944)]","[0.2727272727272727, 0.25, 0.25, 0.25, 0.24]"
983,"[np.int64(99), np.int64(347), np.int64(1115), np.int64(987), np.int64(297)]","[0.4772727272727273, 0.42105263157894735, 0.4, 0.3902439024390244, 0.38461538461538464]"
984,"[np.int64(1120), np.int64(750), np.int64(794), np.int64(833), np.int64(393)]","[0.9696969696969697, 0.5526315789473685, 0.5, 0.42857142857142855, 0.425]"
985,"[np.int64(1101), np.int64(47), np.int64(669), np.int64(80), np.int64(355)]","[0.967741935483871, 0.6111111111111112, 0.5945945945945946, 0.5277777777777778, 0.45454545454545453]"
986,"[np.int64(275), np.int64(107), np.int64(966), np.int64(157), np.int64(1226)]","[0.44, 0.38461538461538464, 0.375, 0.37142857142857144, 0.358974358974359]"
987,"[np.int64(891), np.int64(924), np.int64(1115), np.int64(241), np.int64(1085)]","[0.5897435897435898, 0.5897435897435898, 0.5348837209302325, 0.4523809523809524, 0.4444444444444444]"
988,"[np.int64(950), np.int64(1093), np.int64(208), np.int64(1011), np.int64(149)]","[0.9523809523809523, 0.3611111111111111, 0.26666666666666666, 0.23529411764705882, 0.23404255319148937]"
989,"[np.int64(764), np.int64(209), np.int64(443), np.int64(28), np.int64(21)]","[0.3611111111111111, 0.35135135135135137, 0.34615384615384615, 0.3448275862068966, 0.3333333333333333]"
990,"[np.int64(306), np.int64(46), np.int64(831), np.int64(203), np.int64(417)]","[0.3076923076923077, 0.2894736842105263, 0.2647058823529412, 0.2631578947368421, 0.26]"
991,"[np.int64(1009), np.int64(1032), np.int64(559), np.int64(540), np.int64(928)]","[0.975609756097561, 0.6590909090909091, 0.6363636363636364, 0.46153846153846156, 0.4444444444444444]"
992,"[np.int64(772), np.int64(202), np.int64(35), np.int64(509), np.int64(215)]","[0.9523809523809523, 0.52, 0.32142857142857145, 0.30303030303030304, 0.2765957446808511]"
993,"[np.int64(1418), np.int64(1426), np.int64(1003), np.int64(1057), np.int64(1231)]","[1.0, 0.7692307692307693, 0.2631578947368421, 0.2564102564102564, 0.2]"
994,"[np.int64(862), np.int64(1308), np.int64(1363), np.int64(1149), np.int64(1141)]","[0.9555555555555556, 0.638095238095238, 0.616822429906542, 0.375, 0.3524590163934426]"
995,"[np.int64(1132), np.int64(738), np.int64(720), np.int64(1011), np.int64(340)]","[0.875, 0.42857142857142855, 0.26666666666666666, 0.25, 0.25]"
996,"[np.int64(646), np.int64(539), np.int64(9), np.int64(338), np.int64(113)]","[0.9722222222222222, 0.7317073170731707, 0.7073170731707317, 0.25, 0.2413793103448276]"
997,"[np.int64(795), np.int64(550), np.int64(150), np.int64(485), np.int64(1254)]","[0.7567567567567568, 0.5849056603773585, 0.4576271186440678, 0.4339622641509434, 0.3492063492063492]"
998,"[np.int64(740), np.int64(44), np.int64(208), np.int64(949), np.int64(493)]","[0.23076923076923078, 0.2127659574468085, 0.20930232558139536, 0.20408163265306123, 0.2]"
999,"[np.int64(248), np.int64(953), np.int64(200), np.int64(947), np.int64(704)]","[0.9333333333333333, 0.5333333333333333, 0.4666666666666667, 0.3, 0.2916666666666667]"
1000,"[np.int64(118), np.int64(811), np.int64(568), np.int64(197), np.int64(488)]","[0.9782608695652174, 0.58, 0.56, 0.38, 0.3333333333333333]"
1001,"[np.int64(776), np.int64(958), np.int64(785), np.int64(890), np.int64(1153)]","[0.9787234042553191, 0.35, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
1002,"[np.int64(309), np.int64(412), np.int64(285), np.int64(35), np.int64(563)]","[0.5652173913043478, 0.4482758620689655, 0.41935483870967744, 0.4, 0.3939393939393939]"
1003,"[np.int64(1057), np.int64(663), np.int64(49), np.int64(98), np.int64(356)]","[0.9655172413793104, 0.2978723404255319, 0.2916666666666667, 0.2916666666666667, 0.28888888888888886]"
1004,"[np.int64(743), np.int64(938), np.int64(952), np.int64(973), np.int64(282)]","[0.2682926829268293, 0.225, 0.21621621621621623, 0.20930232558139536, 0.20408163265306123]"
1005,"[np.int64(1072), np.int64(56), np.int64(719), np.int64(1003), np.int64(1057)]","[0.825, 0.5641025641025641, 0.55, 0.24489795918367346, 0.24]"
1006,"[np.int64(900), np.int64(1170), np.int64(439), np.int64(1300), np.int64(1237)]","[0.66, 0.22666666666666666, 0.21428571428571427, 0.19480519480519481, 0.1927710843373494]"
1007,"[np.int64(1112), np.int64(451), np.int64(834), np.int64(471), np.int64(1041)]","[0.7222222222222222, 0.4, 0.3333333333333333, 0.2857142857142857, 0.2857142857142857]"
1008,"[np.int64(1043), np.int64(625), np.int64(849), np.int64(302), np.int64(938)]","[0.9761904761904762, 0.4166666666666667, 0.40816326530612246, 0.3333333333333333, 0.26]"
1009,"[np.int64(991), np.int64(559), np.int64(1032), np.int64(48), np.int64(540)]","[0.975609756097561, 0.6511627906976745, 0.6363636363636364, 0.45098039215686275, 0.4423076923076923]"
1010,"[np.int64(1014), np.int64(913), np.int64(1244), np.int64(499), np.int64(119)]","[0.9666666666666667, 0.6176470588235294, 0.5, 0.43243243243243246, 0.2978723404255319]"
1011,"[np.int64(428), np.int64(995), np.int64(950), np.int64(791), np.int64(988)]","[0.3225806451612903, 0.25, 0.24242424242424243, 0.23809523809523808, 0.23529411764705882]"
1012,"[np.int64(321), np.int64(186), np.int64(489), np.int64(91), np.int64(826)]","[0.6585365853658537, 0.25, 0.20689655172413793, 0.19672131147540983, 0.1935483870967742]"
1013,"[np.int64(602), np.int64(807), np.int64(535), np.int64(469), np.int64(799)]","[0.975609756097561, 0.5777777777777777, 0.5555555555555556, 0.5, 0.42592592592592593]"
1014,"[np.int64(1010), np.int64(913), np.int64(1244), np.int64(499), np.int64(119)]","[0.9666666666666667, 0.6, 0.4883720930232558, 0.42105263157894735, 0.2916666666666667]"
1015,"[np.int64(520), np.int64(355), np.int64(313), np.int64(400), np.int64(1016)]","[0.9629629629629629, 0.30434782608695654, 0.3, 0.2978723404255319, 0.29545454545454547]"
1016,"[np.int64(290), np.int64(963), np.int64(563), np.int64(368), np.int64(157)]","[0.4, 0.3684210526315789, 0.3488372093023256, 0.34782608695652173, 0.34146341463414637]"
1017,"[np.int64(420), np.int64(400), np.int64(355), np.int64(313), np.int64(223)]","[0.9743589743589743, 0.6086956521739131, 0.5869565217391305, 0.5, 0.46153846153846156]"
1018,"[np.int64(1174), np.int64(978), np.int64(1083), np.int64(478), np.int64(929)]","[0.375, 0.35, 0.34146341463414637, 0.3333333333333333, 0.3]"
1019,"[np.int64(203), np.int64(437), np.int64(154), np.int64(637), np.int64(208)]","[0.48484848484848486, 0.47368421052631576, 0.47058823529411764, 0.375, 0.37142857142857144]"
1020,"[np.int64(909), np.int64(1061), np.int64(972), np.int64(617), np.int64(680)]","[0.9714285714285714, 0.30952380952380953, 0.3023255813953488, 0.28, 0.27450980392156865]"
1021,"[np.int64(1024), np.int64(841), np.int64(390), np.int64(712), np.int64(406)]","[0.5, 0.48, 0.375, 0.3333333333333333, 0.3333333333333333]"
1022,"[np.int64(402), np.int64(184), np.int64(1428), np.int64(1029), np.int64(1452)]","[0.9523809523809523, 0.5714285714285714, 0.4444444444444444, 0.42857142857142855, 0.4166666666666667]"
1023,"[np.int64(262), np.int64(289), np.int64(350), np.int64(406), np.int64(892)]","[0.5454545454545454, 0.5, 0.4444444444444444, 0.37037037037037035, 0.36363636363636365]"
1024,"[np.int64(841), np.int64(1021), np.int64(771), np.int64(1064), np.int64(1327)]","[0.95, 0.5, 0.43478260869565216, 0.40540540540540543, 0.4]"
1025,"[np.int64(154), np.int64(394), np.int64(203), np.int64(437), np.int64(940)]","[0.40540540540540543, 0.38095238095238093, 0.3783783783783784, 0.3488372093023256, 0.3392857142857143]"
1026,"[np.int64(407), np.int64(1401), np.int64(1325), np.int64(488), np.int64(449)]","[0.9722222222222222, 0.6222222222222222, 0.6, 0.4642857142857143, 0.44642857142857145]"
1027,"[np.int64(886), np.int64(450), np.int64(100), np.int64(538), np.int64(137)]","[0.9722222222222222, 0.43478260869565216, 0.42592592592592593, 0.425531914893617, 0.41818181818181815]"
1028,"[np.int64(1305), np.int64(1231), np.int64(930), np.int64(19), np.int64(1111)]","[1.0, 0.9811320754716981, 0.9811320754716981, 0.5125, 0.5125]"
1029,"[np.int64(21), np.int64(402), np.int64(1022), np.int64(205), np.int64(28)]","[0.48, 0.4444444444444444, 0.42857142857142855, 0.391304347826087, 0.38461538461538464]"
1030,"[np.int64(336), np.int64(512), np.int64(641), np.int64(177), np.int64(441)]","[0.975609756097561, 0.4117647058823529, 0.3958333333333333, 0.39285714285714285, 0.38461538461538464]"
1031,"[np.int64(1219), np.int64(970), np.int64(938), np.int64(1320), np.int64(253)]","[0.6571428571428571, 0.5609756097560976, 0.53125, 0.5111111111111111, 0.5]"
1032,"[np.int64(559), np.int64(991), np.int64(1009), np.int64(928), np.int64(975)]","[0.96875, 0.6590909090909091, 0.6363636363636364, 0.5333333333333333, 0.5111111111111111]"
1033,"[np.int64(1041), np.int64(548), np.int64(628), np.int64(1007), np.int64(814)]","[0.9696969696969697, 0.3125, 0.3, 0.2777777777777778, 0.2692307692307692]"
1034,"[np.int64(567), np.int64(838), np.int64(1313), np.int64(692), np.int64(760)]","[0.803921568627451, 0.6153846153846154, 0.609375, 0.5964912280701754, 0.5833333333333334]"
1035,"[np.int64(1090), np.int64(187), np.int64(983), np.int64(99), np.int64(1119)]","[0.7727272727272727, 0.37209302325581395, 0.3541666666666667, 0.3333333333333333, 0.2982456140350877]"
1036,"[np.int64(589), np.int64(231), np.int64(1070), np.int64(114), np.int64(349)]","[0.375, 0.3389830508474576, 0.3333333333333333, 0.3, 0.2972972972972973]"
1037,"[np.int64(459), np.int64(1440), np.int64(997), np.int64(1072), np.int64(150)]","[0.8048780487804879, 0.32786885245901637, 0.3220338983050847, 0.3064516129032258, 0.30434782608695654]"
1038,"[np.int64(1271), np.int64(27), np.int64(938), np.int64(743), np.int64(973)]","[0.7777777777777778, 0.5, 0.4186046511627907, 0.391304347826087, 0.391304347826087]"
1039,"[np.int64(959), np.int64(610), np.int64(157), np.int64(4), np.int64(660)]","[0.5263157894736842, 0.43902439024390244, 0.35714285714285715, 0.3469387755102041, 0.3111111111111111]"
1040,"[np.int64(128), np.int64(991), np.int64(84), np.int64(139), np.int64(1233)]","[0.975, 0.42105263157894735, 0.41818181818181815, 0.41818181818181815, 0.41509433962264153]"
1041,"[np.int64(1033), np.int64(548), np.int64(628), np.int64(1007), np.int64(471)]","[0.9696969696969697, 0.3191489361702128, 0.30612244897959184, 0.2857142857142857, 0.2549019607843137]"
1042,"[np.int64(1096), np.int64(603), np.int64(675), np.int64(135), np.int64(805)]","[0.7, 0.6341463414634146, 0.40625, 0.25757575757575757, 0.2537313432835821]"
1043,"[np.int64(1008), np.int64(849), np.int64(625), np.int64(302), np.int64(938)]","[0.9761904761904762, 0.42857142857142855, 0.40816326530612246, 0.32653061224489793, 0.2549019607843137]"
1044,"[np.int64(1337), np.int64(634), np.int64(1217), np.int64(1219), np.int64(1315)]","[0.43478260869565216, 0.4186046511627907, 0.38333333333333336, 0.37254901960784315, 0.3709677419354839]"
1045,"[np.int64(852), np.int64(904), np.int64(1059), np.int64(1399), np.int64(1419)]","[0.967741935483871, 0.49019607843137253, 0.44642857142857145, 0.3492063492063492, 0.34375]"
1046,"[np.int64(954), np.int64(811), np.int64(568), np.int64(147), np.int64(173)]","[0.9666666666666667, 0.3404255319148936, 0.3191489361702128, 0.3181818181818182, 0.30612244897959184]"
1047,"[np.int64(270), np.int64(1372), np.int64(810), np.int64(884), np.int64(1180)]","[1.0, 0.9152542372881356, 0.7714285714285715, 0.7419354838709677, 0.7352941176470589]"
1048,"[np.int64(906), np.int64(74), np.int64(623), np.int64(1330), np.int64(1353)]","[0.42592592592592593, 0.3448275862068966, 0.3230769230769231, 0.3230769230769231, 0.3142857142857143]"
1049,"[np.int64(737), np.int64(1134), np.int64(1087), np.int64(1199), np.int64(1146)]","[0.7169811320754716, 0.6785714285714286, 0.6415094339622641, 0.5263157894736842, 0.5]"
1050,"[np.int64(908), np.int64(183), np.int64(963), np.int64(1161), np.int64(942)]","[0.46153846153846156, 0.4166666666666667, 0.3333333333333333, 0.3125, 0.2631578947368421]"
1051,"[np.int64(831), np.int64(1142), np.int64(365), np.int64(564), np.int64(990)]","[0.31, 0.2072072072072072, 0.19801980198019803, 0.1958762886597938, 0.19318181818181818]"
1052,"[np.int64(969), np.int64(570), np.int64(1030), np.int64(299), np.int64(336)]","[0.9714285714285714, 0.6511627906976745, 0.26666666666666666, 0.2558139534883721, 0.25]"
1053,"[np.int64(668), np.int64(49), np.int64(98), np.int64(736), np.int64(670)]","[0.8, 0.5333333333333333, 0.5333333333333333, 0.5217391304347826, 0.5217391304347826]"
1054,"[np.int64(768), np.int64(964), np.int64(388), np.int64(1116), np.int64(809)]","[1.0, 0.9565217391304348, 0.9565217391304348, 0.5714285714285714, 0.5357142857142857]"
1055,"[np.int64(790), np.int64(768), np.int64(1054), np.int64(1116), np.int64(388)]","[0.96, 0.37142857142857144, 0.37142857142857144, 0.35294117647058826, 0.34285714285714286]"
1056,"[np.int64(134), np.int64(784), np.int64(133), np.int64(665), np.int64(786)]","[0.9761904761904762, 0.7777777777777778, 0.7555555555555555, 0.5576923076923077, 0.5384615384615384]"
1057,"[np.int64(1003), np.int64(736), np.int64(670), np.int64(597), np.int64(663)]","[0.9655172413793104, 0.30612244897959184, 0.30612244897959184, 0.30434782608695654, 0.2916666666666667]"
1058,"[np.int64(1376), np.int64(1100), np.int64(1069), np.int64(1300), np.int64(159)]","[0.25396825396825395, 0.20634920634920634, 0.203125, 0.20270270270270271, 0.2]"
1059,"[np.int64(1419), np.int64(1399), np.int64(1405), np.int64(904), np.int64(852)]","[0.7833333333333333, 0.7666666666666667, 0.7142857142857143, 0.7017543859649122, 0.4642857142857143]"
1060,"[np.int64(1195), np.int64(199), np.int64(476), np.int64(998), np.int64(1454)]","[0.5, 0.29411764705882354, 0.23809523809523808, 0.18604651162790697, 0.1702127659574468]"
1061,"[np.int64(972), np.int64(1020), np.int64(909), np.int64(309), np.int64(44)]","[0.9545454545454546, 0.30952380952380953, 0.3023255813953488, 0.26666666666666666, 0.2647058823529412]"
1062,"[np.int64(60), np.int64(338), np.int64(509), np.int64(207), np.int64(188)]","[0.9583333333333334, 0.4146341463414634, 0.35294117647058826, 0.3333333333333333, 0.3235294117647059]"
1063,"[np.int64(255), np.int64(27), np.int64(188), np.int64(689), np.int64(509)]","[0.6486486486486487, 0.43902439024390244, 0.39473684210526316, 0.38461538461538464, 0.38461538461538464]"
1064,"[np.int64(1184), np.int64(289), np.int64(1024), np.int64(841), np.int64(1327)]","[0.9705882352941176, 0.42857142857142855, 0.40540540540540543, 0.39473684210526316, 0.3333333333333333]"
